Type,Sentence,Grammatical,Region Start,Region End,Is Training
<S_FG>,I know who Ashley's current talking to distracted yesterday,True,50,59,True
<S_FG>,I know who Daniel's current talking to distracted yesterday,True,50,59,True
<S_FG>,I know who John's current talking to distracted yesterday,True,48,57,True
<S_FG>,I know who Brandon's current talking to distracted yesterday,True,51,60,True
<S_FG>,I know who William's current talking to distracted yesterday,True,51,60,True
<S_FG>,I know who Nicole's current talking to distracted yesterday,True,50,59,True
<S_FG>,I know who Eric's current talking to distracted yesterday,True,48,57,True
<S_FG>,I know who Melissa's current talking to distracted yesterday,True,51,60,True
<S_FG>,I know who Timothy's current talking to distracted yesterday,True,51,60,True
<S_FG>,I know who Michael's recent attitude towards distracted yesterday,True,56,65,True
<S_FG>,I know who Ashley's recent attitude towards distracted yesterday,True,55,64,True
<S_FG>,I know who Daniel's recent attitude towards distracted yesterday,True,55,64,True
<S_FG>,I know who John's recent attitude towards distracted yesterday,True,53,62,False
<S_FG>,I know who Brandon's recent attitude towards distracted yesterday,True,56,65,False
<S_FG>,I know who William's recent attitude towards distracted yesterday,True,56,65,False
<S_FG>,I know who Nicole's recent attitude towards distracted yesterday,True,55,64,False
<S_FG>,I know who Eric's recent attitude towards distracted yesterday,True,53,62,False
<S_FG>,I know who Melissa's recent attitude towards distracted yesterday,True,56,65,False
<S_FG>,I know who Timothy's recent attitude towards distracted yesterday,True,56,65,False
<S_FG>,I know who Michael's current attitude towards distracted yesterday,True,57,66,True
<S_FG>,I know who Ashley's current attitude towards distracted yesterday,True,56,65,True
<S_FG>,I know who Daniel's current attitude towards distracted yesterday,True,56,65,True
<S_FG>,I know who John's current attitude towards distracted yesterday,True,54,63,False
<S_FG>,I know who Brandon's current attitude towards distracted yesterday,True,57,66,False
<S_FG>,I know who William's current attitude towards distracted yesterday,True,57,66,False
<S_FG>,I know who Nicole's current attitude towards distracted yesterday,True,56,65,False
<S_FG>,I know who Eric's current attitude towards distracted yesterday,True,54,63,False
<S_FG>,I know who Melissa's current attitude towards distracted yesterday,True,57,66,False
<S_FG>,I know who Timothy's current attitude towards distracted yesterday,True,57,66,False
<S_FG>,I know who Michael's recent friendship with distracted yesterday,True,55,64,True
<S_FG>,I know who Ashley's recent friendship with distracted yesterday,True,54,63,True
<S_FG>,I know who Daniel's recent friendship with distracted yesterday,True,54,63,True
<S_FG>,I know who John's recent friendship with distracted yesterday,True,52,61,False
<S_FG>,I know who Brandon's recent friendship with distracted yesterday,True,55,64,False
<S_FG>,I know who William's recent friendship with distracted yesterday,True,55,64,False
<S_FG>,I know who Nicole's recent friendship with distracted yesterday,True,54,63,False
<S_FG>,I know who Eric's recent friendship with distracted yesterday,True,52,61,False
<S_FG>,I know who Melissa's recent friendship with distracted yesterday,True,55,64,False
<S_FG>,I know who Timothy's recent friendship with distracted yesterday,True,55,64,False
<S_FG>,I know who Michael's current friendship with distracted yesterday,True,56,65,True
<S_FG>,I know who Ashley's current friendship with distracted yesterday,True,55,64,True
<S_FG>,I know who Daniel's current friendship with distracted yesterday,True,55,64,True
<S_FG>,I know who John's current friendship with distracted yesterday,True,53,62,False
<S_FG>,I know who Brandon's current friendship with distracted yesterday,True,56,65,False
<S_FG>,I know who William's current friendship with distracted yesterday,True,56,65,False
<S_FG>,I know who Nicole's current friendship with distracted yesterday,True,55,64,False
<S_FG>,I know who Eric's current friendship with distracted yesterday,True,53,62,False
<S_FG>,I know who Melissa's current friendship with distracted yesterday,True,56,65,False
<S_FG>,I know who Timothy's current friendship with distracted yesterday,True,56,65,False
<S_FG>,I know who Michael's recent praising of distracted yesterday,True,51,60,True
<S_FG>,I know who Ashley's recent praising of distracted yesterday,True,50,59,True
<S_FG>,I know who Daniel's recent praising of distracted yesterday,True,50,59,True
<S_FG>,I know who John's recent praising of distracted yesterday,True,48,57,False
<S_FG>,I know who Brandon's recent praising of distracted yesterday,True,51,60,False
<S_FG>,I know who William's recent praising of distracted yesterday,True,51,60,False
<S_FG>,I know who Nicole's recent praising of distracted yesterday,True,50,59,False
<S_FG>,I know who Eric's recent praising of distracted yesterday,True,48,57,False
<S_FG>,I know who Melissa's recent praising of distracted yesterday,True,51,60,False
<S_FG>,I know who Timothy's recent praising of distracted yesterday,True,51,60,False
<S_FG>,I know who Michael's current praising of distracted yesterday,True,52,61,True
<S_FG>,I know who Ashley's current praising of distracted yesterday,True,51,60,True
<S_FG>,I know who Daniel's current praising of distracted yesterday,True,51,60,True
<S_FG>,I know who John's current praising of distracted yesterday,True,49,58,False
<S_FG>,I know who Brandon's current praising of distracted yesterday,True,52,61,False
<S_FG>,I know who William's current praising of distracted yesterday,True,52,61,False
<S_FG>,I know who Nicole's current praising of distracted yesterday,True,51,60,False
<S_FG>,I know who Eric's current praising of distracted yesterday,True,49,58,False
<S_FG>,I know who Melissa's current praising of distracted yesterday,True,52,61,False
<S_FG>,I know who Timothy's current praising of distracted yesterday,True,52,61,False
<S_FG>,I know who Michael's recent talking to worried yesterday,True,47,56,True
<S_FG>,I know who Ashley's recent talking to worried yesterday,True,46,55,True
<S_FG>,I know who Daniel's recent talking to worried yesterday,True,46,55,True
<S_FG>,I know who John's recent talking to worried yesterday,True,44,53,True
<S_FG>,I know who Brandon's recent talking to worried yesterday,True,47,56,True
<S_FG>,I know who William's recent talking to worried yesterday,True,47,56,True
<S_FG>,I know who Nicole's recent talking to worried yesterday,True,46,55,True
<S_FG>,I know who Eric's recent talking to worried yesterday,True,44,53,True
<S_FG>,I know who Melissa's recent talking to worried yesterday,True,47,56,True
<S_FG>,I know who Timothy's recent talking to worried yesterday,True,47,56,True
<S_FG>,I know who Michael's current talking to worried yesterday,True,48,57,True
<S_FG>,I know who Ashley's current talking to worried yesterday,True,47,56,True
<S_FG>,I know who Daniel's current talking to worried yesterday,True,47,56,True
<S_FG>,I know who John's current talking to worried yesterday,True,45,54,True
<S_FG>,I know who Brandon's current talking to worried yesterday,True,48,57,True
<S_FG>,I know who William's current talking to worried yesterday,True,48,57,True
<S_FG>,I know who Nicole's current talking to worried yesterday,True,47,56,True
<S_FG>,I know who Eric's current talking to worried yesterday,True,45,54,True
<S_FG>,I know who Melissa's current talking to worried yesterday,True,48,57,True
<S_FG>,I know who Timothy's current talking to worried yesterday,True,48,57,True
<S_FG>,I know who Michael's recent attitude towards worried yesterday,True,53,62,True
<S_FG>,I know who Ashley's recent attitude towards worried yesterday,True,52,61,True
<S_FG>,I know who Daniel's recent attitude towards worried yesterday,True,52,61,True
<S_FG>,I know who John's recent attitude towards worried yesterday,True,50,59,False
<S_FG>,I know who Brandon's recent attitude towards worried yesterday,True,53,62,False
<S_FG>,I know who William's recent attitude towards worried yesterday,True,53,62,False
<S_FG>,I know who Nicole's recent attitude towards worried yesterday,True,52,61,False
<S_FG>,I know who Eric's recent attitude towards worried yesterday,True,50,59,False
<S_FG>,I know who Melissa's recent attitude towards worried yesterday,True,53,62,False
<S_FG>,I know who Timothy's recent attitude towards worried yesterday,True,53,62,False
<S_FG>,I know who Michael's current attitude towards worried yesterday,True,54,63,True
<S_FG>,I know who Ashley's current attitude towards worried yesterday,True,53,62,True
<S_FG>,I know who Daniel's current attitude towards worried yesterday,True,53,62,True
<S_FG>,I know who John's current attitude towards worried yesterday,True,51,60,False
<S_FG>,I know who Brandon's current attitude towards worried yesterday,True,54,63,False
<S_FG>,I know who William's current attitude towards worried yesterday,True,54,63,False
<S_FG>,I know who Nicole's current attitude towards worried yesterday,True,53,62,False
<S_FG>,I know who Eric's current attitude towards worried yesterday,True,51,60,False
<S_FG>,I know who Melissa's current attitude towards worried yesterday,True,54,63,False
<S_FG>,I know who Timothy's current attitude towards worried yesterday,True,54,63,False
<S_FG>,I know who Michael's recent friendship with worried yesterday,True,52,61,True
<S_FG>,I know who Ashley's recent friendship with worried yesterday,True,51,60,True
<S_FG>,I know who Daniel's recent friendship with worried yesterday,True,51,60,True
<S_FG>,I know who John's recent friendship with worried yesterday,True,49,58,False
<S_FG>,I know who Brandon's recent friendship with worried yesterday,True,52,61,False
<S_FG>,I know who William's recent friendship with worried yesterday,True,52,61,False
<S_FG>,I know who Nicole's recent friendship with worried yesterday,True,51,60,False
<S_FG>,I know who Eric's recent friendship with worried yesterday,True,49,58,False
<S_FG>,I know who Melissa's recent friendship with worried yesterday,True,52,61,False
<S_FG>,I know who Timothy's recent friendship with worried yesterday,True,52,61,False
<S_FG>,I know who Michael's current friendship with worried yesterday,True,53,62,True
<S_FG>,I know who Ashley's current friendship with worried yesterday,True,52,61,True
<S_FG>,I know who Daniel's current friendship with worried yesterday,True,52,61,True
